"Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0.","Total
Sr.N0."
708,117,2844,23055,"OYSTER PUBLIC
SR.SEC.SCHOOL",BALDWARA,MANDI,175033,9th-+2(Sci.) (c ),,2025-26,"01905-258222, 98059-47822",geddevsociety09@gmail.com
709,118,3319,23056,"AJAY MODEL
SR.SEC.SCHOOL",SAROUN,MANDI,175026,9th-+2(Arts/Sci) (C ),,2025-26,"94180-45056,01972-275056",hcpathania56@gmail.com
710,119,3000,23062,D.A.V. PUBLIC SCHOOL,GOHAR,MANDI,175029,9th-12th(SCI/ARTS)  (C ),,2025-26,94187-36727  01907250306,davgohar09@gmail.com
711,120,3273,23063,"TRISUNGAM PUBLIC
SR.SEC.SCHOOL",REWALSAR,MANDI,175023,9th-+2(Ars/Sci),,2025-26,"94186-14759, 82199-00174",bhagwantps1970@gmail.com
712,121,3387,23065,HIM VALLEY PUBLIC SR.SEC. SCHOOL,THUNAG,MANDI,175048,9th-10th (C ),,2025-26,"01907-253639, 86288-52586,
78762-37607","himvalleyschoolthunag@gmail.c
om"
713,122,3312,23067,"SARSWATI VIDYA MANDIR
SR.SEC.SCHOOL",SARKAGHAT,MANDI,175024,9th-10th,,2025-26,"94187-23556, 94182-90122",svmsarkaghat1971@gmail.com
714,123,2897,23072,"VIJAY MEMO PUBLIC
SR.SEC.SCHOOL",BHIURA(KUMMI),MANDI,175006,9th-+2(Arts),,2025-26,"85447-48867,",vijaymemorial696@gmail.com
715,124,3293,23073,"HOLY FATHER PUBLIC
SR.SEC. SCHOOL",SAINTHAL,MANDI,175032,9th-+2(Sci),,2025-26,"94183-80597, 01908-252683",PrincipalPsischoolmairi@gmail.com
716,125,2941,23074,"VIVEKA NAND PUBLIC
SR.SEC. SCHOOL",DEHAR,MANDI,175030,9th-+2(Sci) (C ),,2025-26,"01907-283236,94180-83236",principalvpsdehar@gmail.com
717,126,2968,23077,"MOULANA ABUL KALAM
AZAD PUBLIC SCHOOL",DINAK,MANDI,175137,9th-+2  (Arts/Sci.) (c ),,2025-26,"94180-08715, 01907-277326,
98167-11445, 94635-55385",makapsd@gmail.com
718,127,3036,23078,"GURUKUL PUBLIC
SR.SEC.SCHOOL",JHALWAN,MANDI,175015,9th-+2(Sci/Comm),,2025-26,"94596-83905, 01908-224582",gurukul.jnr@gmail.com
719,128,3133,23080,"H.G.N. PUBLIC SR.SEC.
SCHOOL",LAD BHAROL,MANDI,175016,9th-+2(Sci) (C ),,2025-26,"01908-278227, 98176-78578",hgnpssschool@gmail.com
720,129,3132,23082,SHARDA SR.SEC.SCHOOL,KARSOG(KUTTI),MANDI,175011,9th-+2(Arts),,2025-26,"97362-17100, 01907-222707",shardaedukarsog@gmail.com
721,130,3263,23083,"S.R.VIDYA MANDIR MODEL
SCHOOL","RATIPUL
RANDHARA",MANDI,175001,9th-+2(Sci) (C ),,2025-26,"94182-60269, 98168-70851
94182-60269",srvidyamandir@gmail.com
722,131,3208,23084,"N.J.A.V. SR.SEC.SCHOOL
RAM GALI,WARD No-2",SARKAGHAT,MANDI,175024,9th-+2(Arts/Sci/Comm),,2025-26,"01905-230297,94180-90060,
01905-292979",njav@rediffmail.com
723,132,3183,23086,"ANUPAM PUBLIC SR. SEC.
SCHOOL","MATYAKH
(SMAILA)",MANDI,175034,9th-+2(Arts) (c ),,2025-26,"98162-55189, 7018567678",apsssm@outlook.com
724,133,3230,23089,"HIMALYAN PUBLIC SR.SEC.
SCHOOL(JARALOLONEY)",PANDOH,MANDI,175124,9th-+2(Sci.) (c ),,2025-26,"01905-282001,94181-18182",himalyan.hps@gmail.com
725,134,3017,23090,SARSWATI VIDYA MANDIR,HATGARH,MANDI,175027,9th-+2(Sci.) (c ),,2025-26,"01905-244377,98166-60013,
94181-67779",svmhatgarh@gmail.com
726,135,3253,23091,"VARDHMAN MAHAVIR
PUBLIC SCHOOL PUNGH",SUNDER NAGAR,MANDI,175018,9th-12th(SCI/ARTS/COMM),,2025-26,"94187-32651, 01907-266099",vardhmanmahavir2011@yahoo.com
727,136,3172,23095,"ALPINE PUB. SR. SEC
SCHOOL NEAR ZONAL HOSPITAL",MANDI,MANDI,175001,9th-10th (c ),,2025-26,"94183-00744,01905-224813,
98579-61003",kaushalalpine@gmail.com
728,137,3262,23096,"SWAMI VIVEKA NAND
PUBLIC SR.SEC.SCHOOL","RAM NAGAR
(MANDI)",MANDI,175001,9th-12th(SCI/ARTS) (c ),,2025-26,"94180-56467, 01905-223404",svnmandi138@gmail.com
729,138,3269,23097,"CRESCENT STAR PUBLIC
SCHOOL",RATTI,MANDI,175008,9th-+2(Sci.),,2025-26,"78077-21381, 98571-57578",crescentstarratti@gmail.com
730,139,3073,23098,"DAY STAR PUBLIC SR.SEC.
SCHOOL",KARSOG,MANDI,175011,9th-+2 (Arts/Sci/Comm),,2025-26,"94189-57600,01907-
221390,98059-55139",daystar.ksg@gmail.com
731,140,3220,23100,"ASCENT PUBLIC
SR.SEC.SCHOOL",PADHAR,MANDI,175012,9th-+2(Arts/Sci/Comm),,2025-26,"94184-57284,94182-20512,
01908-260712",ascentpadhar@gmail.com
732,141,3222,23101,"BHARTIYA MODEL PUBLIC
SR SEC SCHOOL",PADHAR,MANDI,175012,"11th-12th
(Arts/Sci/Comm)  (c )",,2025-26,"94180-18485,98571-35367",bmspadhar@gmail.com
733,142,3120,23102,ALOK BHARTI VIDYALAYA,KOTLI,MANDI,175003,9th-+2(Sci.),,2025-26,"94183-79507, 01905-281891",alokbhartikotli@gmail.com
734,143,2816,23103,ARYAN PUBLIC SCHOOL,AHJU,MANDI,175032,9th-+2(Sci)  (C ),,2025-26,"94184-03838, 94185-43200",aryanpublicschoolahju@gmail.com
735,144,3074,23104,"ROOT MODEL PUBLIC
SR.SEC.SCHOOL",KARSOG,MANDI,175011,"9th-+2 (Arts/Sci/Comm)  (c
)",,2025-26,"01907-222800, 86288-96059",rmpsssksg@gmail.com
736,145,3121,23105,"GURUKUL PUBLIC
SR.SEC.SCHOOL",KOTLI(FAGALA),MANDI,175003,9th-+2(Sci/Comm) (c ),,2025-26,"98577-00051,01905-281777",gurukul00051@gmail.com
737,146,2944,23106,"GOLDWIN INTERNATIONAL
SCHOOL",DEHAR,MANDI,175030,9th-+2(Sc.) (C ),,2025-26,94185-81337,goldwinprincipal@gmail.com
738,147,2828,23107,BEAS VIEW MODEL SCHOOL,BAGGI,MANDI,175027,9th-10th  (C ),,2025-26,"01905-244466, 98163-60403,
98162-28917",bvmsbaggimandi@gmail.com
739,148,3147,23109,SUN RISE PUBLIC SCHOOL,LOWER BHAMBLA,MANDI,175004,9th-+2(Sci),,2025-26,"98170-91260, 01905-256950",pawankmr318@gmail.com
740,149,3313,23111,"LORD CONVENT PUBLIC
SCHOOL",SARKAGHAT,MANDI,175024,9th-+2(Sci) (C ),,2025-26,"88941-97244,01905-231888,
8219078002",colbsbarari@gmail.com
741,150,3236,23112,MODEL PUBLIC SCHOOL,PANGNA,MANDI,175046,9th-+2(Arts/Sci/Comm)  (C ),,2025-26,"01907-225014, 70182-21745",mpspangna@gmail.com
742,151,3224,23113,"VIJAY PUBLIC
SR.SEC.SCHOOL",PAIRI,MANDI,175008,9th-+2(Sc.) (C ),,2025-26,"01905-261371, 98170-42421,
98170-33254","schoolvojaypublicschool@gmail.co
m"
743,152,3266,23114,"MODERN HI-TECH MODEL
SCHOOL",RAO PALI,MANDI,175027,9th-+2(Arts/Sci),,2025-26,"94186-52575, 94181-44608",hitechmodren2006@gmail.com
744,153,3146,23116,SHIKSHA BHARTI MODEL SR.SEC.SCHOOL,LOWER BEHLI,MANDI,174401,9th-+2 (Arts/Sci)  (c ),,2025-26,"88940-92009, 9857044600","shikshabhartilowerbehli@yahoo.
in"
745,154,2847,23117,"SERAJ VELLEY MODERN
PUBLIC SCHOOL",BALICHOWKI,MANDI,175106,9th-+2 (Arts/Sci),,2025-26,"01905-229322, 82193-17652",svmpsbalichowki@gmail.com
746,155,3167,23118,"GURU GOVIND SINGH
PUBLIC.SR.SEC. SCHOOL",PADDAL,MANDI,175001,"9th-+2th(Arts/Sci/Comm)
(c )",,2025-26,"01905-237176, 97362-49990",ggsphsmnd@gmail.com
747,156,3056,23119,UNIVERSAL MODEL SCHOOL,KANAID,MANDI,175137,9th-+2(Sci.),,2025-26,"94185-10384,8988153775,
82198-31170",umskanaid2014@gmail.com
748,157,3268,23120,"HOLY ANGELS MODEL
SCHOOL",RATTI,MANDI,175008,"9th-
12th(SCI/ARTS/COMM)",,2025-26,"070182-26558, 01905-243118,
94183-82118",pcholyangel@gmail.com
749,158,4947,23121,PARADISE PUBLIC SCHOOL,BHOJPUR,MANDI,175002,9th-12th(Sci),,2025-26,"94182-43131, 94186-53571","paradisepublic
school2016@gmail.com"
750,159,3223,23122,"PATIYAL SARSWATI HIGH
SCHOOL",PADHIUN,MANDI,175001,9th-12th(Sci),,2025-26,"94184-11327, 98160-99516",pspspodhiun143@gmail.com
751,160,2958,23123,"DR.VIJAY MEMORIAL
SR.SEC.SCHOOL",DHARAMPUR,MANDI,175040,9th-12th(Sci),,2025-26,"01905-272898,98160-91644,
70186-32433, 98104-95055",drvijaymemorial@gmail.com
752,161,3152,23124,"MANGALUM PUBLIC
SCHOOL","MAHADEV
SUNDERNAGAR",MANDI,175018,9th-12th (Sci),,2025-26,"98163-88466,93188-35372",mangalum@rediffmail.com
753,162,4970,23125,"VEDIC PUBLIC
SR.SEC.SCHOOL",SHANAN,MANDI,175015,"9th-+2(Arts/Sci/Comm) (c
)",,2025-26,"98176-04887,01908-224467,
94187-65325, 94187-65332",vedicpssschool@gmail.com
754,163,5119,23126,HIMACHAL PUBLIC SCHOOL,PANARSA,MANDI,175121,9th-12th(Arts/Sci) (C ),,2025-26,"98163-98145, 88945-54377",rajeshgraminsathi@gmail.com
755,164,5120,23127,ANGEL'S PUBLIC SCHOOL,"CHOUGAN
(SUNDER NAGAR)",MANDI,175004,"11th-12th (Arts/Sci/Com) (c
)",,2025-26,"01907-262790,94182-00830,
88943-44155",angelspublicschoolsnr@gmail.com
756,165,3135,23128,"HIM FLOWER PUBLIC
SCHOOL",LAD BHAROL,MANDI,175016,9th-12th (Sci) (c ),,2025-26,"98176-52141, 94182-00398",himflower02@yahoo.in
757,166,3057,23129,"VISHWA BHARTI MODEL
SCHOOL",KANAID,MANDI,175019,9th-12th (Sci) (c ),,2025-26,"98171-42423, 98055-60002","vishwabhartimodelschool@gmail.co
m"
758,167,3195,23130,"HIM JYOTI ADARSH
SR.SEC.SCHOOL",NABAHI,MANDI,175024,9th-12th (Art/sci/com),,2025-26,"94180-20937, 01905-211521,
70188-70722",spgarla23@gmail.com
759,168,5111,23132,"LORD BUDDHA PUBLIC
SCHOOL",NIHRI,MANDI,175018,9th-+2(Sci) (C ),,2025-26,"70180-29098,98163-62126","lordbudhapublicschoolnihri@gmail.
com"
760,169,5122,23133,TRINITY PUBLIC SCHOOL,"MAYAHDHAR
BASSA",MANDI,175029,9th-+2(Sci) (C ),,2025-26,"9418451178, 82195-14216",tpsmayah.bassa@gmail.com
761,170,5266,23135,"NEW DISHA PUBLIC SR.SEC.
SCHOOL",CHAUNTRA,MANDI,175032,9th-+2 (Arts/Sci/comm) (c ),,2025-26,"94185-76984, 70186-10003",dishapublic144@gmail.com
762,171,5112,23136,"SARVODAYA
INTERNATIONAL SCHOOL",ALAG,MANDI,175003,9th-+2 (Sci) (c ),,2025-26,"94183-71112,","sarvodayainternational2018@gmail.
com  katochsanjay9@gmail.com"
763,172,4946,23137,"SANSKAR PUBLIC SR. SEC
SCHOOL",SMAILA,MANDI,175034,9th-+2(Sci) (C ),,2025-26,"98161-71505,86288-71505",thakuryashwant505@gmail.com
764,173,5280,23140,"NEW PARADISE PUBLIC
SCHOOL",GUTKAR,MANDI,175021,9th-+2 (Arts/Sci/comm),,2025-26,"70186-86591, 8219073057","newparadiseschool2020@gmail.co
m"
765,174,4693,23141,HOLY CHILD PUBLIC SENIOR SECONDARY SCHOOL,DHELU,MANDI,175015,9th-12th(SCI/ARTS),,2025-26,"94184-29120, 94183-60570",holychildpublicschooldhelu@gmail.c om
766,175,5174,23142,GURUKUL PUBLIC SCHOOL,PADHAR(KOTHI),MANDI,175012,9th-12th (SCI) (c ),,2025-26,"98572-04774,94187-22817",gurukulpadhar@gmail.com
767,176,5175,23143,"NAMDHARI DELHI PUBLIC
SCHOOL","SEHLI HRABAGH
SUNDERNAGAR",MANDI,175018,9th-+2(Arts/Sci/Comm) (c ),,2025-26,"01907-264372, 8679100472",dpssnr001@gmail.com
768,177,5178,23144,MAHADEV PUBLIC SCHOOL,BHANGROTU,MANDI,175021,9th-+2th(Arts/Sci/Comm),,2025-26,"98170-42061,01905243401",sanjaychoudhary0967@gmail.com
769,178,5230,23145,"PINEGROVE
INTERNATIONAL PUBLIC SCHOOL",SIUN LADBHAROL,MANDI,175016,9th-+2(Sci),,2025-26,"82191-09124  ,94184-94308",pgips2019@gmail.com
770,179,5304,23146,DAV PUBLIC SCHOOL,JOGINDER NAGAR,MANDI,175015,9th-+2(Sci/Comm) (c ),,2025-26,98160-57965 70187-59778,davjnagar@gmail.com
771,180,5504,23147,OXFORD SCHOOL,KOTLI,MANDI,175003,"9th - 12th(Arts/Sci/Comm)
(c )",,2025-26,9418615900,shrutivermamnd@gmail.com
772,181,3042,23148,DAYANAND PUBLIC SCHOOL,"JODHAN(SAJAO
PIPLU)",MANDI,175025,9th-12th(Sci),,2025-26,"94184-47557,98053-03773",rajeshthakursktt@gmail.com
773,182,5487,23149,"CAMBRIDGE MONTESSORI
SCHOOL",JARAL,MANDI,175002,9th-12th(Sci),,2025-26,85807-21505 83509-20257,cms.sundernagar@gmail.com
774,183,4756,23150,"SATYAM ROYAL PUBLIC
SCHOOL",CHANDYAL,MANDI,175006,9th-12th(Arts),,2025-26,70182-50571  8988301814,naveencement12345@gmail.com
775,184,5531,23151,"PHOTON SCHOOL OF
SCIENCE",JARLI,MANDI,175001,11th - 12th(Sci),,2025-26,7007872760,aadarsh.ism@gmail.com
776,185,2870,23152,"KALA MEMO PUBLIC
SCHOOL",BATAIL,MANDI,175004,9th-+2(Arts/Sci),,2025-26,"01905-256889, 98163-19975",deshrajkmps45@gmail.com
777,186,5508,23153,"SPS INTERNATIONAL
SCHOOL",CHANDESH,MANDI,175049,9th - 12th(Sci),,2025-26,spsinternational@gmail.com,After inspection
778,1,3783,24501,"SEVENTH DAY ADVENTIST
MISSION HIGH SCHOOL",ROHRU,SHIMLA,171207,9th-10th,,2025-26,9415714274/8116222001,mershejen@gmail.com
779,2,3456,24505,"BAL SHIKSHA NIKETAN HIGH
SCHOOL",CHAKKAR,SHIMLA,171005,9th-10th  (C ),,2025-26,"0177-2830656, , 98160-21478",bsnshimla171005@gmail.com
780,3,3606,24506,RASHTRIYA VIDYA KENDRA,KASUMPTI,SHIMLA,171009,9th-10th,,2025-26,"0177-2622194, 94187-60005",rvkkasumpati@gmail.com
781,4,3855,24511,"GYAN JYOTI PUBLIC HIGH
SCHOOL",THEOG,SHIMLA,171201,9th-10th,,2025-26,"94594-82200,945189-65577",gjpstheog@gmail.com
782,5,3579,24512,KAY.DEE.PUBLIC SCHOOL,JUBBAL,SHIMLA,171205,9th-10th,,2025-26,"01781-252981, 98164-15545,
94181-29385",kaydeejubbal@gmail.com
783,6,3472,24513,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",CHIRGAON,SHIMLA,171208,9th-10th,,2025-26,9857371887/8580766125,svmchirgaon86@gmail.com
784,7,3642,24517,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",KOTKHAI,SHIMLA,171202,9th-10th,,2025-26,9418152218,
785,8,3796,24519,"HAPPY MODEL HIGH
SCHOOL",SANJAULI,SHIMLA,171006,9th-10th,,2025-26,8580732372,happymodelhighschool@gmail.com
786,9,3726,24532,S.D.PUBLIC SCHOOL,NERWA,SHIMLA,171210,9th-10th (C ),,2025-26,"94185-24247, 88942-28401",sunrisepublicschoolsaloh@gmail.co m
787,10,3797,24521,S.P.M.MODEL HIGH SCHOOL ENGINE GHAR,SANJAULI,SHIMLA,171006,9th-10th,,2025-26,"0177-2844090, 94184-66046",spmschool2003@yahoo.co.in
788,11,3476,24522,BHARAT PUBLIC SCHOOL,CHOPAL,SHIMLA,171211,9th-10th,,2025-26,"98163-23930,88946-33930",sharmadk17@gmail.com
789,12,3763,24530,"SAI VIDYA PUBLIC SCHOOL
PADAM NAGAR",RAMPUR BSR.,SHIMLA,172001,9th-10th,,2025-26,"98179-55162, 98179-55162",svps.rmp@gmail.com
790,13,3692,24531,"MODERN EDUCATIONAL
SOCIETY SCHOOL",MASHOBRA,SHIMLA,171007,9th-10th,,2025-26,9805525597,"modernschool
mashobra@gmail.com"
791,14,3521,24533,"RASHTRIYA VIDYA KENDRA
PUBLIC SCHOOL",DUTT NAGAR,SHIMLA,172001,9th-10th,,2025-26,94182-10659,rvkduttnagar1996@gmail.com
792,15,3857,24538,"HIMALYAN PUBLIC HIGH
SCHOOL",THEOG,SHIMLA,171201,9th-10th (c ),,2025-26,8628861627,prakashmanu694@gmail.com
793,16,3687,24541,SARSWATI VIDYA MANDIR,MARAOG,SHIMLA,171211,9th-10th,,2025-26,96250-79232,svmmaraog666@gmail.com
794,17,3585,24542,"KEONTHAL CONVENT
SCHOOL",JUNGA,SHIMLA,171218,9th-10th,,2025-26,98165-15740,kcsjunga@gmail.com
795,18,3568,24547,SHIVALIK PUBLIC SCHOOL,JHAKARI,SHIMLA,172201,9th-10th,,2025-26,"01782-275391, 94180-75391",spsjhalro27january1994@gmail.com
796,19,3780,24558,ARADHNA PUBLIC SCHOOL,ROHROO,SHIMLA,171207,9th-10th,,2025-26,9816031757,vsbanshtu@yahoo.com
797,20,3473,24560,SHIVALIK PUBLIC SCHOOL,CHIRGAON,SHIMLA,171208,9th-10th,,2025-26,"98160-27107, 98164-79759",shivalians@gmail.com
798,21,3488,24563,GURUKUL PUBLIC SCHOOL,DEHA(BALSAN),SHIMLA,171220,9th-10th  (C ),,2025-26,"98163-18271,98164-46908",gpsdeha@gmail.com
799,22,3617,24564,"GANGA PUBLIC SCHOOL
BHAGWATI NAGAR",KHALINI,SHIMLA,171009,9th-10th,,2025-26,"94185-00284, 94598-26005",gphsshimla9@gmail.com
800,23,3715,24565,"TENDER HEART  PUBLIC
SCHOOL",NANKHARI,SHIMLA,172021,9th-10th,,2025-26,98164-19556,tenderheartschool94@gmail.com
801,24,3691,24568,MAYA PUBLIC HIGH SCHOOL,MASHOBRA,SHIMLA,171007,9th-10th,,2025-26,"98170-30401, 98164-09515",mps.mashobra@gmail.com
802,25,3541,24569,"GUMMA PUBLIC
SR.SEC.SCHOOL",GUMMA,SHIMLA,171018,9th-10th,,2025-26,"98163-69000, 76499-50499",gpssgumma@gmail.com
803,26,3480,24570,SANSKAR PUBLIC SCHOOL,"DAKOLAR(NEW
RAMPUR)",SHIMLA,172001,9th-10th,,2025-26,94186-94365,sanskarschoolrmp777@gmail.com
804,27,3851,24572,FRONT LINE PUBLIC SCHOOL,THANEDHAR,SHIMLA,172030,9th-10th,,2025-26,98161-68303,tdr.principalfps@gmail.com
805,28,3475,24573,"LIVING VALUES PUBLIC
SCHOOL",CHOPAL,SHIMLA,171211,9th-10th,,2025-26,"01783-260408, 98162-59979,
98706-96987",ivschopal@gmail.com
806,29,3727,24574,SARSWATI VIDYA MANDIR,NERWA,SHIMLA,171210,9th-10th,,2025-26,"94599-83388,98059-13791",s.v.mnsharma@gmail.com
807,30,3481,24575,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",DALAN,SHIMLA,172030,9th-10th,,2025-26,9625541910,svmdalan@gmail.com
808,31,3784,24576,BLUE BELLS SCHOOL,ROHRU,SHIMLA,171207,9th-10th,,2025-26,"98570-23700,98164-73789",bluebellsschoolrohru@gmail.com
809,32,3425,24582,AASTHA PUBLIC SCHOOL,BANOOTI,SHIMLA,171011,9th-10th,,2025-26,"0177-2802404, 94180-22024",mpsharma18@gmail.com
810,33,3804,24583,"SHIVALIK INTERNATIONAL
SCHOOL",SARSWATI NAGAR,SHIMLA,171206,9th-10th  (C ),,2025-26,98162-01956,sipsswarswatinagar@gmail.com
811,34,3730,24584,HIMADRI  PUBLIC SCHOOL,NEW NERWA,SHIMLA,171210,9th-10th,,2025-26,"01783-
264007,8988127007,780732233
1",himadripublicschool@gmail.com
812,35,3535,24585,RAGHAV PUBLIC SCHOOL,GHAINI,SHIMLA,171007,9th-10th,,2025-26,"94184-83598, 98163-32698",rps.ghaini09@gmail.com
813,36,3788,24586,SANTOSH PUBLIC SCHOOL,SAINJ,SHIMLA,171220,9th-10th (C ),,2025-26,"94595-84179, 9816980207",gsv123sps@gmail.com
814,37,3719,24587,HILL TOP PUBLIC SCHOOL,NARKANDA,SHIMLA,171213,9th-10th,,2025-26,98161-58464,"narkandahiltoppublicschool@gmail.
com"
815,38,3474,24588,ADARSH PUBLIC SCHOOL,CHIRGAON (Shimla),SHIMLA,171208,9th-10th  (C ),,2025-26,"94590-91919 , 98167-32270",apschirgaon@gmail.com
816,39,3842,24589,GITA NIKETAN VIDYALYA,SUNI,SHIMLA,171301,9th-10th,,2025-26,9817725602,gitaniketan123@gmail.com
817,40,3873,24590,SWARN PUBLIC SCHOOL,TUTI KANDI,SHIMLA,171004,9th-10th,,2025-26,"94184-91160, 0177-2801160",swaranpublicschool@gmail.com
818,41,3833,24592,D.A.V. PUBLIC SCHOOL,SHOGHI,SHIMLA,173219,9th-10th,Noc to cbse,2025-26,"0177-2860307, 98166-14650",davpsshoghi@gmail.com
819,42,3577,24593,SARSWATI VIDYA MANDIR,JUBBAL,SHIMLA,171205,9th-10th  (C ),,2025-26,"94185-18687, 94185-27465,
94597-41582",svmjubbal17@gmail.com
820,43,3426,24594,"SARSWATI VIDYA MANDIR
HIGH SCHOOL",BARAGAON,SHIMLA,172027,9th-10th,,2025-26,98170-85200,svmbaragaon1994@gmail.com
821,44,3782,24595,ST.JOSEPHS HIGH SCHOOL,ROHRU,SHIMLA,171207,9th-10th,,2025-26,98162-29460,st.josephrhu@gmail.com
822,45,3621,24596,SHIVALIK PUBLIC SCHOOL,"KHANETI(KOTGARH
)",SHIMLA,172031,9th-10th  (C ),,2025-26,"98172-24888, 94592-79881","shivalikpublic.educentre@gmail.co
m"
823,46,3808,24597,CAMPUS PUBLIC SCHOOL,SAROG,SHIMLA,171201,9th-10th (C ),,2025-26,"94181-37617, 94597-40401","campuspublicschool2002@gamil.co
m"
824,47,3679,24599,FIVE STAR PUBLIC SCHOOL,MANDAL,SHIMLA,171216,9th-10th,,2025-26,94180-71644,mahendersharma3311@gmail.com
825,48,3506,24601,CITY LIFE PUBLIC SCHOOL,DHANDA,SHIMLA,171011,9th-10th,,2025-26,"0177-2838297, 94182-32385","citylifepublicschoolshimla1@gmail.c
om"
826,49,3525,24602,"SARVHITKARI PUBLIC
SCHOOL","GADLI(GADA
KUFRI)",SHIMLA,171212,9th-10th  (C ),,2025-26,"98164-44706, 94185-41931,
88192-53394",principalspsgadli444@gmail.com
827,50,3861,24603,SARSWATI VIDYA MANDIR,THEOG,SHIMLA,171201,9th-10th (C ),,2025-26,"98177-77999, 89880-37032",svmtheog@gmail.com
828,51,3776,24604,"GLORY INTERNATIONAL
PUBLIC SCHOOL",ROHRU,SHIMLA,171207,9th-10th,,2025-26,"94181-03949, 01781-
241117,97361-97362",gipsians@gmail.com
829,52,3466,24605,"MAHESHWARI PUBLIC
SCHOOL",CHEOG,SHIMLA,171209,9th-10th,,2025-26,"01783-239219, 98576-93000",cheogmaheshwari@gmail.com
830,53,3540,24606,GURUKUL PUBLIC SCHOOL,GOPALPUR(DOBI),SHIMLA,172201,9th-10th,,2025-26,94184-41530,charannegi333@gmail.com
831,54,3830,24607,"GREEN VALLEY PUBLIC
SCHOOL",SHIWAN,SHIMLA,172027,9th-10th,,2025-26,"94590-75080, 98169-82708",gvpsshiwan@gmail.com
832,55,3789,24608,SUN SHINE PUBLIC SCHOOL,SAINJ,SHIMLA,171220,9th-10th,11th-12th(Arts),2025-26,98051-44893,SUNSHINEpssainj@gmail.com
833,56,3514,24609,SHIVALIK PUBLIC SCHOOL,DOBI,SHIMLA,172201,9th-10th,,2025-26,9418065709/7018902832,sssvidyapeethdobi.hp@gmail.com
834,57,3729,24610,NERWA PUBLIC SCHOOL,NERWA,SHIMLA,171210,9th-10th,,2025-26,8894477918,brilliantips87@gmail.com
835,58,4703,24612,"SHIV SHAKTI PUBLIC
SCHOOL",NIRATH,SHIMLA,172001,9th-10th,,2025-26,"94181-60791, 98053-67091,
82194-83875",girisudershan@gmail.com
836,59,4714,24613,GAYATRI PUBLIC SCHOOL,JANGLA,SHIMLA,171214,9th-10th,,2025-26,"01781-275698, 98162-63318,
88164-28398",gayatripublicschool75@gmail.com
837,60,4715,24614,ARYAN PUBLIC SCHOOL,KANSAKOTI ROHRU,SHIMLA,171207,9th-10th,,2025-26,98174-74844,aryanlalit844@gmail.com
838,61,4694,24615,NISHANT PUBLIC SCHOOL,BASANTPUR,SHIMLA,171018,9th-10th,,2025-26,"98174-09047, 98175-63399",nishantbasantpur@gmail.com
839,62,3713,24618,ST.MERRY SCHOOL,NANKHARI,SHIMLA,172021,9th-10th,,2025-26,9418151876,stmerryschoolnri@gmail.com
840,63,4769,24624,HARMONY PUBLIC SCHOOL,SAMALA(ROHRU),SHIMLA,171207,9th-10th  (C ),,2025-26,"94183-96397,86790-07004","harmonypublicschool1024@gmail.c
om"
841,64,4950,24626,"GRAMODAYA VIDYA
MANDIR",MASLI,SHIMLA,171208,9th-10th,,2025-26,"94188-59525, 88941-22686","gramodayavidyamandirmasli@gmai
l.com"
842,65,4951,24627,H.D.PUBLIC SCHOOL,JANEDGHAT,SHIMLA,173217,9th-10th  (C ),,2025-26,"01792-248002,94160--54364",hdpschail@gmail.com
843,66,4953,24629,SANSKRITI SCHOOL,GHANAHATTI,SHIMLA,171011,9th-10th,,2025-26,"98160-37477,0177-
2774277,98160-46651",sanskritishimla@gmail.com
844,67,4954,24630,"ASHIMA SARSWATI VIDYA
MANDIR",PUJARLI-4,SHIMLA,171207,9th-10th  (C ),,2025-26,"98054-20164, 94597-41582",svmpujarli123@gmail.com
845,68,4966,24631,"SARSWATI SHIKSHA
MANDIR",SHANAN,SHIMLA,171006,9th-10th,,2025-26,"941813-46198,0177-2843986",
846,69,4967,24632,"D.R.AMBITION PUBLIC
SCHOOL",KHOLIGHAT,SHIMLA,171213,9th-10th,,2025-26,"98170-49064,65,98171-16143",drambition2005@gmail.com
847,70,5176,24634,"RIDGE INTERNATIONAL
PUBLIC SCHOOL",CHIRGAON,SHIMLA,171208,9th-10th  (C ),,2025-26,88949-58223,ripschirgaon@gmail.com
848,71,4768,24635,"BHAGWATI VIDYA MANDIR
PUBLIC SCHOOL",KUPVI,SHIMLA,1712017,9th-10th,,2025-26,9816155528,hmbvmpskupvi@gmail.com
849,72,5128,24636,"HOLY HEAVEN PUBLIC
SCHOOL",KAMLA NAGAR,SHIMLA,171006,9th-10th,,2025-26,"98054-09383, 98054-69215,
98169-75000","holyheavenpublicschool@gmail.co
m"
850,73,5129,24637,STEPPING STONE SCHOOL,GUMMA,SHIMLA,171202,9th-10th,,2025-26,94593-84050,kamlachauhan1251@gmail.com
851,74,4968,24638,"SHOLESHWER PUBLIC
SCHOOL",NANKHARI,SHIMLA,172021,9th-10th,,2025-26,94187-16037,spsnankhari64@gmail.com
